Start_Station,End_Station,Distance_km,Fare_INR
Bommanahalli,Nagasandra,30.0,90
Bommanahalli,Dasarahalli,28.8,90
Bommanahalli,Jalahalli,27.6,90
Bommanahalli,Peenya Industry,26.4,90
Bommanahalli,Peenya,25.2,90
Bommanahalli,Goraguntepalya,24.0,60
Bommanahalli,Yeshwanthpur,22.8,60
Bommanahalli,Sandal Soap Factory,21.6,60
Bommanahalli,Mahalakshmi,20.4,60
Bommanahalli,Rajajinagar,19.2,50
Bommanahalli,Kuvempu Road,18.0,50
Bommanahalli,Srirampura,16.8,50
Bommanahalli,Mantri Square Sampige Road,15.6,50
Bommanahalli,Chickpete,13.2,40
Bommanahalli,Krishna Rajendra Market,12.0,40
Bommanahalli,National College,10.8,40
Bommanahalli,Lalbagh,9.6,30
Bommanahalli,South End Circle,8.4,30
Bommanahalli,Jayanagar,7.2,30
Bommanahalli,Rashtriya Vidyalaya Road,6.0,30
Bommanahalli,Banashankari,7.2,30
Bommanahalli,Jayaprakash Nagar,8.4,30
Bommanahalli,Yelachenahalli,9.6,30
Bommanahalli,Konanakunte Cross,10.8,40
Bommanahalli,Doddakallasandra,12.0,40
Bommanahalli,Vajarahalli,13.2,40
Bommanahalli,Thalaghattapura,14.4,40
Bommanahalli,Silk Institute,15.6,50
Bommanahalli,Ragigudda,4.8,20
Bommanahalli,Jayadeva Hospital,3.6,20
Bommanahalli,BTM Layout,2.4,20
Bommanahalli,Central Silk Board,1.2,10
Bommanahalli,Bommanahalli,0.0,10
Bommanahalli,Hongasandra,1.2,10
Bommanahalli,Kudlu Gate,2.4,20
Bommanahalli,Singasandra,3.6,20
Bommanahalli,Hosa Road,4.8,20
Bommanahalli,Beratena Agrahara,6.0,30
Bommanahalli,Electronic City,7.2,30
Bommanahalli,Infosys Foundation Konappana Agrahara,8.4,30
Bommanahalli,Huskur Road,9.6,30
Bommanahalli,Biocon Hebbagodi,10.8,40
Bommanahalli,Delta Electronics Bommasandra,12.0,40
Bommanahalli,Bommasandra,13.2,40
Hongasandra,Challaghatta,36.0,90
Hongasandra,Kengeri Bus Terminal,34.8,90
Hongasandra,Kengeri,33.6,90
Hongasandra,Pattanagere,32.4,90
Hongasandra,Jnanabharathi,31.2,90
Hongasandra,Rajarajeshwari Nagar,30.0,90
Hongasandra,RR Nagar,28.8,90
Hongasandra,Nayandahalli,27.6,90
Hongasandra,Pantharapalya – Nayandahalli,26.4,90
Hongasandra,Mysuru Road,25.2,90
Hongasandra,Deepanjali Nagar,24.0,60
Hongasandra,Attiguppe,22.8,60
Hongasandra,Vijayanagar,21.6,60
Hongasandra,Hosahalli,20.4,60
Hongasandra,"Sri Balagangadharanatha Swamiji Station, Hosahalli",19.2,50
Hongasandra,Magadi Road,18.0,50
Hongasandra,Krantiveera Sangolli Rayanna Railway Station,16.8,50
Hongasandra,Majestic (Nadaprabhu Kempegowda),15.6,50
Hongasandra,Sir M. Visvesvaraya,16.8,50
Hongasandra,Vidhana Soudha,18.0,50
Hongasandra,Cubbon Park,19.2,50
Hongasandra,Mahatma Gandhi Road,20.4,60
Hongasandra,Trinity,21.6,60
Hongasandra,Halasuru,22.8,60
Hongasandra,Indiranagar,24.0,60
Hongasandra,Swami Vivekananda Road,25.2,90
Hongasandra,Baiyyappanahalli,26.4,90
Hongasandra,Bennigana Halli,27.6,90
Hongasandra,Krishnarajapura,28.8,90
Hongasandra,Singayyanapalya,30.0,90
Hongasandra,Garudacharpalya,31.2,90
Hongasandra,Hoodi,32.4,90
Hongasandra,Seetharamapalya,33.6,90
Hongasandra,Kundalahalli,34.8,90
Hongasandra,Nallurhalli,36.0,90
Hongasandra,Sri Sathya Sai Hospital,37.2,90
Hongasandra,Pattandur Agrahara,38.4,90
Hongasandra,Kadugodi Tree Park,39.6,90
Hongasandra,Channasandra,40.8,90
Hongasandra,Whitefield (Kadugodi),42.0,90
Hongasandra,Madavara,34.8,90
Hongasandra,Chikkabidarakallu,33.6,90
Hongasandra,Manjunath Nagar,32.4,90
Hongasandra,Nagasandra,31.2,90
Hongasandra,Dasarahalli,30.0,90
Hongasandra,Jalahalli,28.8,90
Hongasandra,Peenya Industry,27.6,90
Hongasandra,Peenya,26.4,90
Hongasandra,Goraguntepalya,25.2,90
Hongasandra,Yeshwanthpur,24.0,60
Hongasandra,Sandal Soap Factory,22.8,60
Hongasandra,Mahalakshmi,21.6,60
Hongasandra,Rajajinagar,20.4,60
Hongasandra,Kuvempu Road,19.2,50
Hongasandra,Srirampura,18.0,50
Hongasandra,Mantri Square Sampige Road,16.8,50
Hongasandra,Chickpete,14.4,40
Hongasandra,Krishna Rajendra Market,13.2,40
Hongasandra,National College,12.0,40
Hongasandra,Lalbagh,10.8,40
Hongasandra,South End Circle,9.6,30
Hongasandra,Jayanagar,8.4,30
Hongasandra,Rashtriya Vidyalaya Road,7.2,30
Hongasandra,Banashankari,8.4,30
Hongasandra,Jayaprakash Nagar,9.6,30
Hongasandra,Yelachenahalli,10.8,40
Hongasandra,Konanakunte Cross,12.0,40
Hongasandra,Doddakallasandra,13.2,40
Hongasandra,Vajarahalli,14.4,40
Hongasandra,Thalaghattapura,15.6,50
Hongasandra,Silk Institute,16.8,50
Hongasandra,Ragigudda,6.0,30
Hongasandra,Jayadeva Hospital,4.8,20
Hongasandra,BTM Layout,3.6,20
Hongasandra,Central Silk Board,2.4,20
Hongasandra,Bommanahalli,1.2,10
Hongasandra,Hongasandra,0.0,10
Hongasandra,Kudlu Gate,1.2,10
Hongasandra,Singasandra,2.4,20
Hongasandra,Hosa Road,3.6,20
Hongasandra,Beratena Agrahara,4.8,20
Hongasandra,Electronic City,6.0,30
Hongasandra,Infosys Foundation Konappana Agrahara,7.2,30
Hongasandra,Huskur Road,8.4,30
Hongasandra,Biocon Hebbagodi,9.6,30
Hongasandra,Delta Electronics Bommasandra,10.8,40
Hongasandra,Bommasandra,12.0,40
Kudlu Gate,Challaghatta,37.2,90
Kudlu Gate,Kengeri Bus Terminal,36.0,90
Kudlu Gate,Kengeri,34.8,90
Kudlu Gate,Pattanagere,33.6,90
Kudlu Gate,Jnanabharathi,32.4,90
Kudlu Gate,Rajarajeshwari Nagar,31.2,90
Kudlu Gate,RR Nagar,30.0,90
Kudlu Gate,Nayandahalli,28.8,90
Kudlu Gate,Pantharapalya – Nayandahalli,27.6,90
Kudlu Gate,Mysuru Road,26.4,90
Kudlu Gate,Deepanjali Nagar,25.2,90
Kudlu Gate,Attiguppe,24.0,60
Kudlu Gate,Vijayanagar,22.8,60
Kudlu Gate,Hosahalli,21.6,60
Kudlu Gate,"Sri Balagangadharanatha Swamiji Station, Hosahalli",20.4,60
Kudlu Gate,Magadi Road,19.2,50
Kudlu Gate,Krantiveera Sangolli Rayanna Railway Station,18.0,50
Kudlu Gate,Majestic (Nadaprabhu Kempegowda),16.8,50
Kudlu Gate,Sir M. Visvesvaraya,18.0,50
Kudlu Gate,Vidhana Soudha,19.2,50
Kudlu Gate,Cubbon Park,20.4,60
Kudlu Gate,Mahatma Gandhi Road,21.6,60
Kudlu Gate,Trinity,22.8,60
Kudlu Gate,Halasuru,24.0,60
Kudlu Gate,Indiranagar,25.2,90
Kudlu Gate,Swami Vivekananda Road,26.4,90
Kudlu Gate,Baiyyappanahalli,27.6,90
Kudlu Gate,Bennigana Halli,28.8,90
Kudlu Gate,Krishnarajapura,30.0,90
Kudlu Gate,Singayyanapalya,31.2,90
Kudlu Gate,Garudacharpalya,32.4,90
Kudlu Gate,Hoodi,33.6,90
Kudlu Gate,Seetharamapalya,34.8,90
Kudlu Gate,Kundalahalli,36.0,90
Kudlu Gate,Nallurhalli,37.2,90
Kudlu Gate,Sri Sathya Sai Hospital,38.4,90
Kudlu Gate,Pattandur Agrahara,39.6,90
Kudlu Gate,Kadugodi Tree Park,40.8,90
Kudlu Gate,Channasandra,42.0,90
Kudlu Gate,Whitefield (Kadugodi),43.2,90
Kudlu Gate,Madavara,36.0,90
Kudlu Gate,Chikkabidarakallu,34.8,90
Kudlu Gate,Manjunath Nagar,33.6,90
Kudlu Gate,Nagasandra,32.4,90
Kudlu Gate,Dasarahalli,31.2,90
Kudlu Gate,Jalahalli,30.0,90
Kudlu Gate,Peenya Industry,28.8,90
Kudlu Gate,Peenya,27.6,90
Kudlu Gate,Goraguntepalya,26.4,90
Kudlu Gate,Yeshwanthpur,25.2,90
Kudlu Gate,Sandal Soap Factory,24.0,60
Kudlu Gate,Mahalakshmi,22.8,60
Kudlu Gate,Rajajinagar,21.6,60
Kudlu Gate,Kuvempu Road,20.4,60
Kudlu Gate,Srirampura,19.2,50
Kudlu Gate,Mantri Square Sampige Road,18.0,50
Kudlu Gate,Chickpete,15.6,50
Kudlu Gate,Krishna Rajendra Market,14.4,40
Kudlu Gate,National College,13.2,40
Kudlu Gate,Lalbagh,12.0,40
Kudlu Gate,South End Circle,10.8,40
Kudlu Gate,Jayanagar,9.6,30
Kudlu Gate,Rashtriya Vidyalaya Road,8.4,30
Kudlu Gate,Banashankari,9.6,30
Kudlu Gate,Jayaprakash Nagar,10.8,40
Kudlu Gate,Yelachenahalli,12.0,40
Kudlu Gate,Konanakunte Cross,13.2,40
Kudlu Gate,Doddakallasandra,14.4,40
Kudlu Gate,Vajarahalli,15.6,50
Kudlu Gate,Thalaghattapura,16.8,50
Kudlu Gate,Silk Institute,18.0,50
Kudlu Gate,Ragigudda,7.2,30
Kudlu Gate,Jayadeva Hospital,6.0,30
Kudlu Gate,BTM Layout,4.8,20
Kudlu Gate,Central Silk Board,3.6,20
Kudlu Gate,Bommanahalli,2.4,20
Kudlu Gate,Hongasandra,1.2,10
Kudlu Gate,Kudlu Gate,0.0,10
Kudlu Gate,Singasandra,1.2,10
Kudlu Gate,Hosa Road,2.4,20
Kudlu Gate,Beratena Agrahara,3.6,20
Kudlu Gate,Electronic City,4.8,20
Kudlu Gate,Infosys Foundation Konappana Agrahara,6.0,30
Kudlu Gate,Huskur Road,7.2,30
Kudlu Gate,Biocon Hebbagodi,8.4,30
Kudlu Gate,Delta Electronics Bommasandra,9.6,30
Kudlu Gate,Bommasandra,10.8,40
Singasandra,Challaghatta,38.4,90
Singasandra,Kengeri Bus Terminal,37.2,90
Singasandra,Kengeri,36.0,90
Singasandra,Pattanagere,34.8,90
Singasandra,Jnanabharathi,33.6,90
Singasandra,Rajarajeshwari Nagar,32.4,90
Singasandra,RR Nagar,31.2,90
Singasandra,Nayandahalli,30.0,90
Singasandra,Pantharapalya – Nayandahalli,28.8,90
Singasandra,Mysuru Road,27.6,90
Singasandra,Deepanjali Nagar,26.4,90
Singasandra,Attiguppe,25.2,90
Singasandra,Vijayanagar,24.0,60
Singasandra,Hosahalli,22.8,60
Singasandra,"Sri Balagangadharanatha Swamiji Station, Hosahalli",21.6,60
Singasandra,Magadi Road,20.4,60
Singasandra,Krantiveera Sangolli Rayanna Railway Station,19.2,50
Singasandra,Majestic (Nadaprabhu Kempegowda),18.0,50
Singasandra,Sir M. Visvesvaraya,19.2,50
Singasandra,Vidhana Soudha,20.4,60
Singasandra,Cubbon Park,21.6,60
Singasandra,Mahatma Gandhi Road,22.8,60
Singasandra,Trinity,24.0,60
Singasandra,Halasuru,25.2,90
Singasandra,Indiranagar,26.4,90
Singasandra,Swami Vivekananda Road,27.6,90
Singasandra,Baiyyappanahalli,28.8,90
Singasandra,Bennigana Halli,30.0,90
Singasandra,Krishnarajapura,31.2,90
Singasandra,Singayyanapalya,32.4,90
Singasandra,Garudacharpalya,33.6,90
Singasandra,Hoodi,34.8,90
Singasandra,Seetharamapalya,36.0,90
Singasandra,Kundalahalli,37.2,90
Singasandra,Nallurhalli,38.4,90
Singasandra,Sri Sathya Sai Hospital,39.6,90
Singasandra,Pattandur Agrahara,40.8,90
Singasandra,Kadugodi Tree Park,42.0,90
Singasandra,Channasandra,43.2,90
Singasandra,Whitefield (Kadugodi),44.4,90
Singasandra,Madavara,37.2,90
Singasandra,Chikkabidarakallu,36.0,90
Singasandra,Manjunath Nagar,34.8,90
Singasandra,Nagasandra,33.6,90
Singasandra,Dasarahalli,32.4,90
Singasandra,Jalahalli,31.2,90
Singasandra,Peenya Industry,30.0,90
Singasandra,Peenya,28.8,90
Singasandra,Goraguntepalya,27.6,90
Singasandra,Yeshwanthpur,26.4,90
Singasandra,Sandal Soap Factory,25.2,90
Singasandra,Mahalakshmi,24.0,60
Singasandra,Rajajinagar,22.8,60
Singasandra,Kuvempu Road,21.6,60
Singasandra,Srirampura,20.4,60
Singasandra,Mantri Square Sampige Road,19.2,50
Singasandra,Chickpete,16.8,50
Singasandra,Krishna Rajendra Market,15.6,50
Singasandra,National College,14.4,40
Singasandra,Lalbagh,13.2,40
Singasandra,South End Circle,12.0,40
Singasandra,Jayanagar,10.8,40
Singasandra,Rashtriya Vidyalaya Road,9.6,30
Singasandra,Banashankari,10.8,40
Singasandra,Jayaprakash Nagar,12.0,40
Singasandra,Yelachenahalli,13.2,40
Singasandra,Konanakunte Cross,14.4,40
Singasandra,Doddakallasandra,15.6,50
Singasandra,Vajarahalli,16.8,50
Singasandra,Thalaghattapura,18.0,50
Singasandra,Silk Institute,19.2,50
Singasandra,Ragigudda,8.4,30
Singasandra,Jayadeva Hospital,7.2,30
Singasandra,BTM Layout,6.0,30
Singasandra,Central Silk Board,4.8,20
Singasandra,Bommanahalli,3.6,20
Singasandra,Hongasandra,2.4,20
Singasandra,Kudlu Gate,1.2,10
Singasandra,Singasandra,0.0,10
Singasandra,Hosa Road,1.2,10
Singasandra,Beratena Agrahara,2.4,20
Singasandra,Electronic City,3.6,20
Singasandra,Infosys Foundation Konappana Agrahara,4.8,20
Singasandra,Huskur Road,6.0,30
Singasandra,Biocon Hebbagodi,7.2,30
Singasandra,Delta Electronics Bommasandra,8.4,30
Singasandra,Bommasandra,9.6,30
Hosa Road,Challaghatta,39.6,90
Hosa Road,Kengeri Bus Terminal,38.4,90
Hosa Road,Kengeri,37.2,90
Hosa Road,Pattanagere,36.0,90
Hosa Road,Jnanabharathi,34.8,90
Hosa Road,Rajarajeshwari Nagar,33.6,90
Hosa Road,RR Nagar,32.4,90
Hosa Road,Nayandahalli,31.2,90
Hosa Road,Pantharapalya – Nayandahalli,30.0,90
Hosa Road,Mysuru Road,28.8,90
Hosa Road,Deepanjali Nagar,27.6,90
Hosa Road,Attiguppe,26.4,90
Hosa Road,Vijayanagar,25.2,90
Hosa Road,Hosahalli,24.0,60
Hosa Road,"Sri Balagangadharanatha Swamiji Station, Hosahalli",22.8,60
Hosa Road,Magadi Road,21.6,60
Hosa Road,Krantiveera Sangolli Rayanna Railway Station,20.4,60
Hosa Road,Majestic (Nadaprabhu Kempegowda),19.2,50
Hosa Road,Sir M. Visvesvaraya,20.4,60
Hosa Road,Vidhana Soudha,21.6,60
Hosa Road,Cubbon Park,22.8,60
Hosa Road,Mahatma Gandhi Road,24.0,60
Hosa Road,Trinity,25.2,90
Hosa Road,Halasuru,26.4,90
Hosa Road,Indiranagar,27.6,90
Hosa Road,Swami Vivekananda Road,28.8,90
Hosa Road,Baiyyappanahalli,30.0,90
Hosa Road,Bennigana Halli,31.2,90
Hosa Road,Krishnarajapura,32.4,90
Hosa Road,Singayyanapalya,33.6,90
Hosa Road,Garudacharpalya,34.8,90
Hosa Road,Hoodi,36.0,90
Hosa Road,Seetharamapalya,37.2,90
Hosa Road,Kundalahalli,38.4,90
Hosa Road,Nallurhalli,39.6,90
Hosa Road,Sri Sathya Sai Hospital,40.8,90
Hosa Road,Pattandur Agrahara,42.0,90
Hosa Road,Kadugodi Tree Park,43.2,90
Hosa Road,Channasandra,44.4,90
Hosa Road,Whitefield (Kadugodi),45.6,90
Hosa Road,Madavara,38.4,90
Hosa Road,Chikkabidarakallu,37.2,90
Hosa Road,Manjunath Nagar,36.0,90
Hosa Road,Nagasandra,34.8,90
Hosa Road,Dasarahalli,33.6,90
Hosa Road,Jalahalli,32.4,90
Hosa Road,Peenya Industry,31.2,90
Hosa Road,Peenya,30.0,90
Hosa Road,Goraguntepalya,28.8,90
Hosa Road,Yeshwanthpur,27.6,90
Hosa Road,Sandal Soap Factory,26.4,90
Hosa Road,Mahalakshmi,25.2,90
Hosa Road,Rajajinagar,24.0,60
Hosa Road,Kuvempu Road,22.8,60
Hosa Road,Srirampura,21.6,60
Hosa Road,Mantri Square Sampige Road,20.4,60
Hosa Road,Chickpete,18.0,50
Hosa Road,Krishna Rajendra Market,16.8,50
Hosa Road,National College,15.6,50
Hosa Road,Lalbagh,14.4,40
Hosa Road,South End Circle,13.2,40
Hosa Road,Jayanagar,12.0,40
Hosa Road,Rashtriya Vidyalaya Road,10.8,40
Hosa Road,Banashankari,12.0,40
Hosa Road,Jayaprakash Nagar,13.2,40
Hosa Road,Yelachenahalli,14.4,40
Hosa Road,Konanakunte Cross,15.6,50
Hosa Road,Doddakallasandra,16.8,50
Hosa Road,Vajarahalli,18.0,50
Hosa Road,Thalaghattapura,19.2,50
Hosa Road,Silk Institute,20.4,60
Hosa Road,Ragigudda,9.6,30
Hosa Road,Jayadeva Hospital,8.4,30
Hosa Road,BTM Layout,7.2,30
Hosa Road,Central Silk Board,6.0,30
Hosa Road,Bommanahalli,4.8,20
Hosa Road,Hongasandra,3.6,20
Hosa Road,Kudlu Gate,2.4,20
Hosa Road,Singasandra,1.2,10
Hosa Road,Hosa Road,0.0,10
Hosa Road,Beratena Agrahara,1.2,10
Hosa Road,Electronic City,2.4,20
Hosa Road,Infosys Foundation Konappana Agrahara,3.6,20
Hosa Road,Huskur Road,4.8,20
Hosa Road,Biocon Hebbagodi,6.0,30
Hosa Road,Delta Electronics Bommasandra,7.2,30
Hosa Road,Bommasandra,8.4,30
Beratena Agrahara,Challaghatta,40.8,90
Beratena Agrahara,Kengeri Bus Terminal,39.6,90
Beratena Agrahara,Kengeri,38.4,90
Beratena Agrahara,Pattanagere,37.2,90
Beratena Agrahara,Jnanabharathi,36.0,90
Beratena Agrahara,Rajarajeshwari Nagar,34.8,90
Beratena Agrahara,RR Nagar,33.6,90
Beratena Agrahara,Nayandahalli,32.4,90
Beratena Agrahara,Pantharapalya – Nayandahalli,31.2,90
Beratena Agrahara,Mysuru Road,30.0,90
Beratena Agrahara,Deepanjali Nagar,28.8,90
Beratena Agrahara,Attiguppe,27.6,90
Beratena Agrahara,Vijayanagar,26.4,90
Beratena Agrahara,Hosahalli,25.2,90
Beratena Agrahara,"Sri Balagangadharanatha Swamiji Station, Hosahalli",24.0,60
Beratena Agrahara,Magadi Road,22.8,60
Beratena Agrahara,Krantiveera Sangolli Rayanna Railway Station,21.6,60
Beratena Agrahara,Majestic (Nadaprabhu Kempegowda),20.4,60
Beratena Agrahara,Sir M. Visvesvaraya,21.6,60
Beratena Agrahara,Vidhana Soudha,22.8,60
Beratena Agrahara,Cubbon Park,24.0,60
Beratena Agrahara,Mahatma Gandhi Road,25.2,90
Beratena Agrahara,Trinity,26.4,90
Beratena Agrahara,Halasuru,27.6,90
Beratena Agrahara,Indiranagar,28.8,90
Beratena Agrahara,Swami Vivekananda Road,30.0,90
Beratena Agrahara,Baiyyappanahalli,31.2,90
Beratena Agrahara,Bennigana Halli,32.4,90
Beratena Agrahara,Krishnarajapura,33.6,90
Beratena Agrahara,Singayyanapalya,34.8,90
Beratena Agrahara,Garudacharpalya,36.0,90
Beratena Agrahara,Hoodi,37.2,90
Beratena Agrahara,Seetharamapalya,38.4,90
Beratena Agrahara,Kundalahalli,39.6,90
Beratena Agrahara,Nallurhalli,40.8,90
Beratena Agrahara,Sri Sathya Sai Hospital,42.0,90
Beratena Agrahara,Pattandur Agrahara,43.2,90
Beratena Agrahara,Kadugodi Tree Park,44.4,90
Beratena Agrahara,Channasandra,45.6,90
Beratena Agrahara,Whitefield (Kadugodi),46.8,90
Beratena Agrahara,Madavara,39.6,90
Beratena Agrahara,Chikkabidarakallu,38.4,90
Beratena Agrahara,Manjunath Nagar,37.2,90
Beratena Agrahara,Nagasandra,36.0,90
Beratena Agrahara,Dasarahalli,34.8,90
Beratena Agrahara,Jalahalli,33.6,90
Beratena Agrahara,Peenya Industry,32.4,90
Beratena Agrahara,Peenya,31.2,90
Beratena Agrahara,Goraguntepalya,30.0,90
Beratena Agrahara,Yeshwanthpur,28.8,90
Beratena Agrahara,Sandal Soap Factory,27.6,90
Beratena Agrahara,Mahalakshmi,26.4,90
Beratena Agrahara,Rajajinagar,25.2,90
Beratena Agrahara,Kuvempu Road,24.0,60
Beratena Agrahara,Srirampura,22.8,60
Beratena Agrahara,Mantri Square Sampige Road,21.6,60
Beratena Agrahara,Chickpete,19.2,50
Beratena Agrahara,Krishna Rajendra Market,18.0,50
Beratena Agrahara,National College,16.8,50
Beratena Agrahara,Lalbagh,15.6,50
Beratena Agrahara,South End Circle,14.4,40
Beratena Agrahara,Jayanagar,13.2,40
Beratena Agrahara,Rashtriya Vidyalaya Road,12.0,40
Beratena Agrahara,Banashankari,13.2,40
Beratena Agrahara,Jayaprakash Nagar,14.4,40
Beratena Agrahara,Yelachenahalli,15.6,50
Beratena Agrahara,Konanakunte Cross,16.8,50
Beratena Agrahara,Doddakallasandra,18.0,50
Beratena Agrahara,Vajarahalli,19.2,50
Beratena Agrahara,Thalaghattapura,20.4,60
Beratena Agrahara,Silk Institute,21.6,60
Beratena Agrahara,Ragigudda,10.8,40
Beratena Agrahara,Jayadeva Hospital,9.6,30
Beratena Agrahara,BTM Layout,8.4,30
Beratena Agrahara,Central Silk Board,7.2,30
Beratena Agrahara,Bommanahalli,6.0,30
Beratena Agrahara,Hongasandra,4.8,20
Beratena Agrahara,Kudlu Gate,3.6,20
Beratena Agrahara,Singasandra,2.4,20
Beratena Agrahara,Hosa Road,1.2,10
Beratena Agrahara,Beratena Agrahara,0.0,10
Beratena Agrahara,Electronic City,1.2,10
Beratena Agrahara,Infosys Foundation Konappana Agrahara,2.4,20
Beratena Agrahara,Huskur Road,3.6,20
Beratena Agrahara,Biocon Hebbagodi,4.8,20
Beratena Agrahara,Delta Electronics Bommasandra,6.0,30
Beratena Agrahara,Bommasandra,7.2,30
Electronic City,Challaghatta,42.0,90
Electronic City,Kengeri Bus Terminal,40.8,90
Electronic City,Kengeri,39.6,90
Electronic City,Pattanagere,38.4,90
Electronic City,Jnanabharathi,37.2,90
Electronic City,Rajarajeshwari Nagar,36.0,90
Electronic City,RR Nagar,34.8,90
Electronic City,Nayandahalli,33.6,90
Electronic City,Pantharapalya – Nayandahalli,32.4,90
Electronic City,Mysuru Road,31.2,90
Electronic City,Deepanjali Nagar,30.0,90
Electronic City,Attiguppe,28.8,90
Electronic City,Vijayanagar,27.6,90
Electronic City,Hosahalli,26.4,90
Electronic City,"Sri Balagangadharanatha Swamiji Station, Hosahalli",25.2,90
Electronic City,Magadi Road,24.0,60
Electronic City,Krantiveera Sangolli Rayanna Railway Station,22.8,60
Electronic City,Majestic (Nadaprabhu Kempegowda),21.6,60
Electronic City,Sir M. Visvesvaraya,22.8,60
Electronic City,Vidhana Soudha,24.0,60
Electronic City,Cubbon Park,25.2,90
Electronic City,Mahatma Gandhi Road,26.4,90
Electronic City,Trinity,27.6,90
Electronic City,Halasuru,28.8,90
Electronic City,Indiranagar,30.0,90
Electronic City,Swami Vivekananda Road,31.2,90
Electronic City,Baiyyappanahalli,32.4,90
Electronic City,Bennigana Halli,33.6,90
Electronic City,Krishnarajapura,34.8,90
Electronic City,Singayyanapalya,36.0,90
Electronic City,Garudacharpalya,37.2,90
Electronic City,Hoodi,38.4,90
Electronic City,Seetharamapalya,39.6,90
Electronic City,Kundalahalli,40.8,90
Electronic City,Nallurhalli,42.0,90
Electronic City,Sri Sathya Sai Hospital,43.2,90
Electronic City,Pattandur Agrahara,44.4,90
Electronic City,Kadugodi Tree Park,45.6,90
Electronic City,Channasandra,46.8,90
Electronic City,Whitefield (Kadugodi),48.0,90
Electronic City,Madavara,40.8,90
Electronic City,Chikkabidarakallu,39.6,90
Electronic City,Manjunath Nagar,38.4,90
Electronic City,Nagasandra,37.2,90
Electronic City,Dasarahalli,36.0,90
Electronic City,Jalahalli,34.8,90
Electronic City,Peenya Industry,33.6,90
Electronic City,Peenya,32.4,90
Electronic City,Goraguntepalya,31.2,90
Electronic City,Yeshwanthpur,30.0,90
Electronic City,Sandal Soap Factory,28.8,90
Electronic City,Mahalakshmi,27.6,90
Electronic City,Rajajinagar,26.4,90
Electronic City,Kuvempu Road,25.2,90
Electronic City,Srirampura,24.0,60
Electronic City,Mantri Square Sampige Road,22.8,60
Electronic City,Chickpete,20.4,60
Electronic City,Krishna Rajendra Market,19.2,50
Electronic City,National College,18.0,50
Electronic City,Lalbagh,16.8,50
Electronic City,South End Circle,15.6,50
Electronic City,Jayanagar,14.4,40
Electronic City,Rashtriya Vidyalaya Road,13.2,40
Electronic City,Banashankari,14.4,40
Electronic City,Jayaprakash Nagar,15.6,50
Electronic City,Yelachenahalli,16.8,50
Electronic City,Konanakunte Cross,18.0,50
Electronic City,Doddakallasandra,19.2,50
Electronic City,Vajarahalli,20.4,60
Electronic City,Thalaghattapura,21.6,60
Electronic City,Silk Institute,22.8,60
Electronic City,Ragigudda,12.0,40
Electronic City,Jayadeva Hospital,10.8,40
Electronic City,BTM Layout,9.6,30
Electronic City,Central Silk Board,8.4,30
Electronic City,Bommanahalli,7.2,30
Electronic City,Hongasandra,6.0,30
Electronic City,Kudlu Gate,4.8,20
Electronic City,Singasandra,3.6,20
Electronic City,Hosa Road,2.4,20
Electronic City,Beratena Agrahara,1.2,10
Electronic City,Electronic City,0.0,10
Electronic City,Infosys Foundation Konappana Agrahara,1.2,10
Electronic City,Huskur Road,2.4,20
Electronic City,Biocon Hebbagodi,3.6,20
Electronic City,Delta Electronics Bommasandra,4.8,20
Electronic City,Bommasandra,6.0,30
Infosys Foundation Konappana Agrahara,Challaghatta,43.2,90
Infosys Foundation Konappana Agrahara,Kengeri Bus Terminal,42.0,90
